,data,valor,data_extracao,responsavel
selic_7572,1993-05-11,1.278,2023-07-14,AUTORA
selic_7573,1993-05-10,1.283667,2023-07-14,AUTORA
selic_7574,1993-05-07,1.288333,2023-07-14,AUTORA
selic_7575,1993-05-06,1.295,2023-07-14,AUTORA
selic_7576,1993-05-05,1.302333,2023-07-14,AUTORA
selic_7577,1993-05-04,1.307,2023-07-14,AUTORA
selic_7578,1993-05-03,1.312,2023-07-14,AUTORA
selic_7579,1993-04-30,1.343,2023-07-14,AUTORA
selic_7580,1993-04-29,1.374667,2023-07-14,AUTORA
selic_7581,1993-04-28,1.395,2023-07-14,AUTORA
selic_7582,1993-04-27,1.411667,2023-07-14,AUTORA
selic_7583,1993-04-26,1.410667,2023-07-14,AUTORA
selic_7584,1993-04-23,1.411333,2023-07-14,AUTORA
selic_7585,1993-04-22,1.418667,2023-07-14,AUTORA
selic_7586,1993-04-20,1.425667,2023-07-14,AUTORA
selic_7587,1993-04-19,1.431333,2023-07-14,AUTORA
selic_7588,1993-04-16,1.435667,2023-07-14,AUTORA
selic_7589,1993-04-15,1.435333,2023-07-14,AUTORA
selic_7590,1993-04-14,1.432333,2023-07-14,AUTORA
selic_7591,1993-04-13,1.435333,2023-07-14,AUTORA
selic_7592,1993-04-12,1.437,2023-07-14,AUTORA
selic_7593,1993-04-07,1.425667,2023-07-14,AUTORA
selic_7594,1993-04-06,1.419667,2023-07-14,AUTORA
selic_7595,1993-04-05,1.408333,2023-07-14,AUTORA
selic_7596,1993-04-02,1.397,2023-07-14,AUTORA
selic_7597,1993-04-01,1.385,2023-07-14,AUTORA
selic_7598,1993-03-31,1.287333,2023-07-14,AUTORA
selic_7599,1993-03-30,1.205,2023-07-14,AUTORA
selic_7600,1993-03-29,1.133667,2023-07-14,AUTORA
selic_7601,1993-03-26,1.098333,2023-07-14,AUTORA
selic_7602,1993-03-25,1.078333,2023-07-14,AUTORA
selic_7603,1993-03-24,1.071667,2023-07-14,AUTORA
selic_7604,1993-03-23,1.069667,2023-07-14,AUTORA
selic_7605,1993-03-22,1.058333,2023-07-14,AUTORA
selic_7606,1993-03-19,1.047,2023-07-14,AUTORA
selic_7607,1993-03-18,1.039,2023-07-14,AUTORA
selic_7608,1993-03-17,1.034667,2023-07-14,AUTORA
selic_7609,1993-03-16,1.032667,2023-07-14,AUTORA
selic_7610,1993-03-15,1.032667,2023-07-14,AUTORA
selic_7611,1993-03-12,1.033,2023-07-14,AUTORA
selic_7612,1993-03-11,1.032,2023-07-14,AUTORA
selic_7613,1993-03-10,1.033333,2023-07-14,AUTORA
selic_7614,1993-03-09,1.033,2023-07-14,AUTORA
selic_7615,1993-03-08,1.046,2023-07-14,AUTORA
selic_7616,1993-03-05,1.071,2023-07-14,AUTORA
selic_7617,1993-03-04,1.108,2023-07-14,AUTORA
selic_7618,1993-03-03,1.155667,2023-07-14,AUTORA
selic_7619,1993-03-02,1.199,2023-07-14,AUTORA
selic_7620,1993-03-01,1.201667,2023-07-14,AUTORA
selic_7621,1993-02-26,1.249333,2023-07-14,AUTORA
selic_7622,1993-02-25,1.315,2023-07-14,AUTORA
selic_7623,1993-02-24,1.360333,2023-07-14,AUTORA
selic_7624,1993-02-19,1.360333,2023-07-14,AUTORA
selic_7625,1993-02-18,1.405333,2023-07-14,AUTORA
selic_7626,1993-02-17,1.426,2023-07-14,AUTORA
selic_7627,1993-02-16,1.442667,2023-07-14,AUTORA
selic_7628,1993-02-15,1.452667,2023-07-14,AUTORA
selic_7629,1993-02-12,1.456333,2023-07-14,AUTORA
selic_7630,1993-02-11,1.458333,2023-07-14,AUTORA
selic_7631,1993-02-10,1.460333,2023-07-14,AUTORA
selic_7632,1993-02-09,1.463,2023-07-14,AUTORA
selic_7633,1993-02-08,1.465333,2023-07-14,AUTORA
selic_7634,1993-02-05,1.463667,2023-07-14,AUTORA
selic_7635,1993-02-04,1.463667,2023-07-14,AUTORA
selic_7636,1993-02-03,1.457,2023-07-14,AUTORA
selic_7637,1993-02-02,1.445,2023-07-14,AUTORA
selic_7638,1993-02-01,1.425333,2023-07-14,AUTORA
selic_7639,1993-01-29,1.414667,2023-07-14,AUTORA
selic_7640,1993-01-28,1.402,2023-07-14,AUTORA
selic_7641,1993-01-27,1.381333,2023-07-14,AUTORA
selic_7642,1993-01-26,1.370333,2023-07-14,AUTORA
selic_7643,1993-01-25,1.332,2023-07-14,AUTORA
selic_7644,1993-01-22,1.295333,2023-07-14,AUTORA
selic_7645,1993-01-21,1.268333,2023-07-14,AUTORA
selic_7646,1993-01-20,1.248667,2023-07-14,AUTORA
selic_7647,1993-01-19,1.248667,2023-07-14,AUTORA
selic_7648,1993-01-18,1.233667,2023-07-14,AUTORA
selic_7649,1993-01-15,1.221,2023-07-14,AUTORA
selic_7650,1993-01-14,1.211333,2023-07-14,AUTORA
selic_7651,1993-01-13,1.207,2023-07-14,AUTORA
selic_7652,1993-01-12,1.205,2023-07-14,AUTORA
selic_7653,1993-01-11,1.204667,2023-07-14,AUTORA
selic_7654,1993-01-08,1.204,2023-07-14,AUTORA
selic_7655,1993-01-07,1.200333,2023-07-14,AUTORA
selic_7656,1993-01-06,1.198667,2023-07-14,AUTORA
selic_7657,1993-01-05,1.198,2023-07-14,AUTORA
selic_7658,1993-01-04,1.201333,2023-07-14,AUTORA
selic_7659,1992-12-31,1.144,2023-07-14,AUTORA
selic_7660,1992-12-30,1.144,2023-07-14,AUTORA
selic_7661,1992-12-29,1.114667,2023-07-14,AUTORA
selic_7662,1992-12-28,1.095333,2023-07-14,AUTORA
selic_7663,1992-12-24,1.08,2023-07-14,AUTORA
selic_7664,1992-12-23,1.08,2023-07-14,AUTORA
selic_7665,1992-12-22,1.070667,2023-07-14,AUTORA
selic_7666,1992-12-21,1.056667,2023-07-14,AUTORA
selic_7667,1992-12-18,1.039667,2023-07-14,AUTORA
selic_7668,1992-12-17,1.029667,2023-07-14,AUTORA
selic_7669,1992-12-16,1.027667,2023-07-14,AUTORA
selic_7670,1992-12-15,1.025333,2023-07-14,AUTORA
selic_7671,1992-12-14,1.025,2023-07-14,AUTORA
selic_7672,1992-12-11,1.024667,2023-07-14,AUTORA
selic_7673,1992-12-10,1.023667,2023-07-14,AUTORA
selic_7674,1992-12-09,1.023333,2023-07-14,AUTORA
selic_7675,1992-12-08,1.023,2023-07-14,AUTORA
selic_7676,1992-12-07,1.022333,2023-07-14,AUTORA
selic_7677,1992-12-04,1.024667,2023-07-14,AUTORA
selic_7678,1992-12-03,1.028667,2023-07-14,AUTORA
selic_7679,1992-12-02,1.030333,2023-07-14,AUTORA
selic_7680,1992-12-01,1.032667,2023-07-14,AUTORA
selic_7681,1992-11-30,1.053667,2023-07-14,AUTORA
selic_7682,1992-11-27,1.057,2023-07-14,AUTORA
selic_7683,1992-11-26,1.054,2023-07-14,AUTORA
selic_7684,1992-11-25,1.071333,2023-07-14,AUTORA
selic_7685,1992-11-24,1.103,2023-07-14,AUTORA
selic_7686,1992-11-23,1.133667,2023-07-14,AUTORA
selic_7687,1992-11-20,1.157667,2023-07-14,AUTORA
selic_7688,1992-11-19,1.176,2023-07-14,AUTORA
selic_7689,1992-11-18,1.192333,2023-07-14,AUTORA
selic_7690,1992-11-17,1.207333,2023-07-14,AUTORA
selic_7691,1992-11-16,1.221667,2023-07-14,AUTORA
selic_7692,1992-11-13,1.236,2023-07-14,AUTORA
selic_7693,1992-11-12,1.237,2023-07-14,AUTORA
selic_7694,1992-11-11,1.237333,2023-07-14,AUTORA
selic_7695,1992-11-10,1.239667,2023-07-14,AUTORA
selic_7696,1992-11-09,1.24,2023-07-14,AUTORA
selic_7697,1992-11-06,1.239333,2023-07-14,AUTORA
selic_7698,1992-11-05,1.239667,2023-07-14,AUTORA
selic_7699,1992-11-04,1.239333,2023-07-14,AUTORA
selic_7700,1992-11-03,1.234,2023-07-14,AUTORA
selic_7701,1992-10-30,1.213,2023-07-14,AUTORA
selic_7702,1992-10-29,1.198333,2023-07-14,AUTORA
selic_7703,1992-10-28,1.187333,2023-07-14,AUTORA
selic_7704,1992-10-27,1.178,2023-07-14,AUTORA
selic_7705,1992-10-26,1.178333,2023-07-14,AUTORA
selic_7706,1992-10-23,1.177333,2023-07-14,AUTORA
selic_7707,1992-10-22,1.177,2023-07-14,AUTORA
selic_7708,1992-10-21,1.177667,2023-07-14,AUTORA
selic_7709,1992-10-20,1.178333,2023-07-14,AUTORA
selic_7710,1992-10-19,1.181,2023-07-14,AUTORA
selic_7711,1992-10-16,1.183,2023-07-14,AUTORA
selic_7712,1992-10-15,1.185333,2023-07-14,AUTORA
selic_7713,1992-10-14,1.185667,2023-07-14,AUTORA
selic_7714,1992-10-13,1.185,2023-07-14,AUTORA
selic_7715,1992-10-09,1.189667,2023-07-14,AUTORA
selic_7716,1992-10-08,1.197,2023-07-14,AUTORA
selic_7717,1992-10-07,1.199,2023-07-14,AUTORA
selic_7718,1992-10-06,1.202,2023-07-14,AUTORA
selic_7719,1992-10-05,1.198667,2023-07-14,AUTORA
selic_7720,1992-10-02,1.197333,2023-07-14,AUTORA
selic_7721,1992-10-01,1.202667,2023-07-14,AUTORA
selic_7722,1992-09-30,1.187667,2023-07-14,AUTORA
selic_7723,1992-09-29,1.176667,2023-07-14,AUTORA
selic_7724,1992-09-28,1.170333,2023-07-14,AUTORA
selic_7725,1992-09-25,1.164667,2023-07-14,AUTORA
selic_7726,1992-09-24,1.166,2023-07-14,AUTORA
selic_7727,1992-09-23,1.165333,2023-07-14,AUTORA
selic_7728,1992-09-22,1.165667,2023-07-14,AUTORA
selic_7729,1992-09-21,1.165333,2023-07-14,AUTORA
selic_7730,1992-09-18,1.165667,2023-07-14,AUTORA
selic_7731,1992-09-17,1.166333,2023-07-14,AUTORA
selic_7732,1992-09-16,1.167,2023-07-14,AUTORA
selic_7733,1992-09-15,1.167,2023-07-14,AUTORA
selic_7734,1992-09-14,1.167,2023-07-14,AUTORA
selic_7735,1992-09-11,1.166333,2023-07-14,AUTORA
selic_7736,1992-09-10,1.170333,2023-07-14,AUTORA
selic_7737,1992-09-09,1.174,2023-07-14,AUTORA
selic_7738,1992-09-08,1.17,2023-07-14,AUTORA
selic_7739,1992-09-04,1.171667,2023-07-14,AUTORA
selic_7740,1992-09-03,1.172667,2023-07-14,AUTORA
selic_7741,1992-09-02,1.171,2023-07-14,AUTORA
selic_7742,1992-09-01,1.170667,2023-07-14,AUTORA
selic_7743,1992-08-31,1.124333,2023-07-14,AUTORA
selic_7744,1992-08-28,1.103667,2023-07-14,AUTORA
selic_7745,1992-08-27,1.089333,2023-07-14,AUTORA
selic_7746,1992-08-26,1.089,2023-07-14,AUTORA
selic_7747,1992-08-25,1.089333,2023-07-14,AUTORA
selic_7748,1992-08-24,1.090333,2023-07-14,AUTORA
selic_7749,1992-08-21,1.089333,2023-07-14,AUTORA
selic_7750,1992-08-20,1.089667,2023-07-14,AUTORA
selic_7751,1992-08-19,1.091,2023-07-14,AUTORA
selic_7752,1992-08-18,1.09,2023-07-14,AUTORA
selic_7753,1992-08-17,1.091,2023-07-14,AUTORA
selic_7754,1992-08-14,1.091333,2023-07-14,AUTORA
selic_7755,1992-08-13,1.091,2023-07-14,AUTORA
selic_7756,1992-08-12,1.091,2023-07-14,AUTORA
selic_7757,1992-08-11,1.091,2023-07-14,AUTORA
selic_7758,1992-08-10,1.092,2023-07-14,AUTORA
selic_7759,1992-08-07,1.092333,2023-07-14,AUTORA
selic_7760,1992-08-06,1.092667,2023-07-14,AUTORA
selic_7761,1992-08-05,1.091,2023-07-14,AUTORA
selic_7762,1992-08-04,1.091667,2023-07-14,AUTORA
selic_7763,1992-08-03,1.092667,2023-07-14,AUTORA
selic_7764,1992-07-31,1.059333,2023-07-14,AUTORA
selic_7765,1992-07-30,1.033,2023-07-14,AUTORA
selic_7766,1992-07-29,1.003333,2023-07-14,AUTORA
selic_7767,1992-07-28,1.003,2023-07-14,AUTORA
selic_7768,1992-07-27,1.003667,2023-07-14,AUTORA
selic_7769,1992-07-24,1.003667,2023-07-14,AUTORA
selic_7770,1992-07-23,1.005,2023-07-14,AUTORA
selic_7771,1992-07-22,1.008,2023-07-14,AUTORA
selic_7772,1992-07-21,1.011333,2023-07-14,AUTORA
selic_7773,1992-07-20,1.014,2023-07-14,AUTORA
selic_7774,1992-07-17,1.016333,2023-07-14,AUTORA
selic_7775,1992-07-16,1.017667,2023-07-14,AUTORA
selic_7776,1992-07-15,1.018,2023-07-14,AUTORA
selic_7777,1992-07-14,1.019,2023-07-14,AUTORA
selic_7778,1992-07-13,1.019333,2023-07-14,AUTORA
selic_7779,1992-07-10,1.02,2023-07-14,AUTORA
selic_7780,1992-07-09,1.019667,2023-07-14,AUTORA
selic_7781,1992-07-08,1.020333,2023-07-14,AUTORA
selic_7782,1992-07-07,1.021333,2023-07-14,AUTORA
selic_7783,1992-07-06,1.022333,2023-07-14,AUTORA
selic_7784,1992-07-03,1.023,2023-07-14,AUTORA
selic_7785,1992-07-02,1.023333,2023-07-14,AUTORA
selic_7786,1992-07-01,1.012667,2023-07-14,AUTORA
selic_7787,1992-06-30,1.024333,2023-07-14,AUTORA
selic_7788,1992-06-29,1.025333,2023-07-14,AUTORA
selic_7789,1992-06-26,1.027667,2023-07-14,AUTORA
selic_7790,1992-06-25,1.030667,2023-07-14,AUTORA
selic_7791,1992-06-24,1.033667,2023-07-14,AUTORA
selic_7792,1992-06-23,1.042333,2023-07-14,AUTORA
selic_7793,1992-06-22,1.042667,2023-07-14,AUTORA
selic_7794,1992-06-19,1.043333,2023-07-14,AUTORA
selic_7795,1992-06-17,1.043,2023-07-14,AUTORA
selic_7796,1992-06-16,1.042667,2023-07-14,AUTORA
selic_7797,1992-06-15,1.043,2023-07-14,AUTORA
selic_7798,1992-06-12,1.043333,2023-07-14,AUTORA
selic_7799,1992-06-11,1.044333,2023-07-14,AUTORA
selic_7800,1992-06-10,1.046333,2023-07-14,AUTORA
selic_7801,1992-06-09,1.047333,2023-07-14,AUTORA
selic_7802,1992-06-08,1.048,2023-07-14,AUTORA
selic_7803,1992-06-05,1.048333,2023-07-14,AUTORA
selic_7804,1992-06-04,1.048667,2023-07-14,AUTORA
selic_7805,1992-06-03,1.046,2023-07-14,AUTORA
selic_7806,1992-06-02,1.044,2023-07-14,AUTORA
selic_7807,1992-06-01,1.034667,2023-07-14,AUTORA
selic_7808,1992-05-29,1.025667,2023-07-14,AUTORA
selic_7809,1992-05-28,1.023333,2023-07-14,AUTORA
selic_7810,1992-05-27,1.021667,2023-07-14,AUTORA
selic_7811,1992-05-26,1.021667,2023-07-14,AUTORA
selic_7812,1992-05-25,1.021,2023-07-14,AUTORA
selic_7813,1992-05-22,1.021,2023-07-14,AUTORA
selic_7814,1992-05-21,1.019667,2023-07-14,AUTORA
selic_7815,1992-05-20,1.023333,2023-07-14,AUTORA
selic_7816,1992-05-19,1.026667,2023-07-14,AUTORA
selic_7817,1992-05-18,1.030333,2023-07-14,AUTORA
selic_7818,1992-05-15,1.033667,2023-07-14,AUTORA
selic_7819,1992-05-14,1.036667,2023-07-14,AUTORA
selic_7820,1992-05-13,1.048667,2023-07-14,AUTORA
selic_7821,1992-05-12,1.058667,2023-07-14,AUTORA
selic_7822,1992-05-11,1.064333,2023-07-14,AUTORA
selic_7823,1992-05-08,1.066333,2023-07-14,AUTORA
selic_7824,1992-05-07,1.066333,2023-07-14,AUTORA
selic_7825,1992-05-06,1.065,2023-07-14,AUTORA
selic_7826,1992-05-05,1.066,2023-07-14,AUTORA
selic_7827,1992-05-04,1.065667,2023-07-14,AUTORA
selic_7828,1992-04-30,1.067,2023-07-14,AUTORA
selic_7829,1992-04-29,1.067,2023-07-14,AUTORA
selic_7830,1992-04-28,1.071333,2023-07-14,AUTORA
selic_7831,1992-04-27,1.073667,2023-07-14,AUTORA
selic_7832,1992-04-24,1.075667,2023-07-14,AUTORA
selic_7833,1992-04-23,1.084333,2023-07-14,AUTORA
selic_7834,1992-04-22,1.105667,2023-07-14,AUTORA
selic_7835,1992-04-20,1.162667,2023-07-14,AUTORA
selic_7836,1992-04-15,1.163333,2023-07-14,AUTORA
selic_7837,1992-04-14,1.164,2023-07-14,AUTORA
selic_7838,1992-04-13,1.164667,2023-07-14,AUTORA
selic_7839,1992-04-10,1.166333,2023-07-14,AUTORA
selic_7840,1992-04-09,1.167,2023-07-14,AUTORA
selic_7841,1992-04-08,1.170333,2023-07-14,AUTORA
selic_7842,1992-04-07,1.172,2023-07-14,AUTORA
selic_7843,1992-04-06,1.173,2023-07-14,AUTORA
selic_7844,1992-04-03,1.172667,2023-07-14,AUTORA
selic_7845,1992-04-02,1.174,2023-07-14,AUTORA
selic_7846,1992-04-01,1.176,2023-07-14,AUTORA
selic_7847,1992-03-31,1.159,2023-07-14,AUTORA
selic_7848,1992-03-30,1.159,2023-07-14,AUTORA
selic_7849,1992-03-27,1.159667,2023-07-14,AUTORA
selic_7850,1992-03-26,1.159333,2023-07-14,AUTORA
selic_7851,1992-03-25,1.161667,2023-07-14,AUTORA
selic_7852,1992-03-24,1.162333,2023-07-14,AUTORA
selic_7853,1992-03-23,1.16,2023-07-14,AUTORA
selic_7854,1992-03-20,1.164,2023-07-14,AUTORA
selic_7855,1992-03-19,1.166333,2023-07-14,AUTORA
selic_7856,1992-03-18,1.168,2023-07-14,AUTORA
selic_7857,1992-03-17,1.169667,2023-07-14,AUTORA
selic_7858,1992-03-16,1.198333,2023-07-14,AUTORA
selic_7859,1992-03-13,1.226667,2023-07-14,AUTORA
selic_7860,1992-03-12,1.227,2023-07-14,AUTORA
selic_7861,1992-03-11,1.238667,2023-07-14,AUTORA
selic_7862,1992-03-10,1.249,2023-07-14,AUTORA
selic_7863,1992-03-09,1.249667,2023-07-14,AUTORA
selic_7864,1992-03-06,1.250333,2023-07-14,AUTORA
selic_7865,1992-03-05,1.250667,2023-07-14,AUTORA
selic_7866,1992-03-04,1.252333,2023-07-14,AUTORA
selic_7867,1992-02-28,1.252333,2023-07-14,AUTORA
selic_7868,1992-02-27,1.257,2023-07-14,AUTORA
selic_7869,1992-02-26,1.261667,2023-07-14,AUTORA
selic_7870,1992-02-25,1.265667,2023-07-14,AUTORA
selic_7871,1992-02-24,1.269,2023-07-14,AUTORA
selic_7872,1992-02-21,1.273667,2023-07-14,AUTORA
selic_7873,1992-02-20,1.276333,2023-07-14,AUTORA
selic_7874,1992-02-19,1.276667,2023-07-14,AUTORA
selic_7875,1992-02-18,1.278667,2023-07-14,AUTORA
selic_7876,1992-02-17,1.279,2023-07-14,AUTORA
selic_7877,1992-02-14,1.278667,2023-07-14,AUTORA
selic_7878,1992-02-13,1.28,2023-07-14,AUTORA
selic_7879,1992-02-12,1.279333,2023-07-14,AUTORA
selic_7880,1992-02-11,1.279,2023-07-14,AUTORA
selic_7881,1992-02-10,1.279333,2023-07-14,AUTORA
selic_7882,1992-02-07,1.276,2023-07-14,AUTORA
selic_7883,1992-02-06,1.273,2023-07-14,AUTORA
selic_7884,1992-02-05,1.270667,2023-07-14,AUTORA
selic_7885,1992-02-04,1.268,2023-07-14,AUTORA
selic_7886,1992-02-03,1.262,2023-07-14,AUTORA
selic_7887,1992-01-31,1.218667,2023-07-14,AUTORA
selic_7888,1992-01-30,1.196667,2023-07-14,AUTORA
selic_7889,1992-01-29,1.179333,2023-07-14,AUTORA
selic_7890,1992-01-28,1.165667,2023-07-14,AUTORA
selic_7891,1992-01-27,1.157333,2023-07-14,AUTORA
selic_7892,1992-01-24,1.153,2023-07-14,AUTORA
selic_7893,1992-01-23,1.147333,2023-07-14,AUTORA
selic_7894,1992-01-22,1.140667,2023-07-14,AUTORA
selic_7895,1992-01-21,1.14,2023-07-14,AUTORA
selic_7896,1992-01-20,1.137333,2023-07-14,AUTORA
selic_7897,1992-01-17,1.137333,2023-07-14,AUTORA
selic_7898,1992-01-16,1.149,2023-07-14,AUTORA
selic_7899,1992-01-15,1.163333,2023-07-14,AUTORA
selic_7900,1992-01-14,1.173667,2023-07-14,AUTORA
selic_7901,1992-01-13,1.174667,2023-07-14,AUTORA
selic_7902,1992-01-10,1.181,2023-07-14,AUTORA
selic_7903,1992-01-09,1.187,2023-07-14,AUTORA
selic_7904,1992-01-08,1.181667,2023-07-14,AUTORA
selic_7905,1992-01-07,1.171667,2023-07-14,AUTORA
selic_7906,1992-01-06,1.166333,2023-07-14,AUTORA
selic_7907,1992-01-03,1.162667,2023-07-14,AUTORA
selic_7908,1992-01-02,1.171667,2023-07-14,AUTORA
selic_7909,1991-12-31,1.174333,2023-07-14,AUTORA
selic_7910,1991-12-30,1.174333,2023-07-14,AUTORA
selic_7911,1991-12-27,1.185333,2023-07-14,AUTORA
selic_7912,1991-12-26,1.192667,2023-07-14,AUTORA
selic_7913,1991-12-24,1.199333,2023-07-14,AUTORA
selic_7914,1991-12-23,1.199333,2023-07-14,AUTORA
selic_7915,1991-12-20,1.223,2023-07-14,AUTORA
selic_7916,1991-12-19,1.253,2023-07-14,AUTORA
selic_7917,1991-12-18,1.273,2023-07-14,AUTORA
selic_7918,1991-12-17,1.297667,2023-07-14,AUTORA
selic_7919,1991-12-16,1.314333,2023-07-14,AUTORA
selic_7920,1991-12-13,1.333667,2023-07-14,AUTORA
selic_7921,1991-12-12,1.350333,2023-07-14,AUTORA
selic_7922,1991-12-11,1.372333,2023-07-14,AUTORA
selic_7923,1991-12-10,1.384,2023-07-14,AUTORA
selic_7924,1991-12-09,1.395333,2023-07-14,AUTORA
selic_7925,1991-12-06,1.396333,2023-07-14,AUTORA
selic_7926,1991-12-05,1.397333,2023-07-14,AUTORA
selic_7927,1991-12-04,1.399,2023-07-14,AUTORA
selic_7928,1991-12-03,1.4,2023-07-14,AUTORA
selic_7929,1991-12-02,1.397667,2023-07-14,AUTORA
selic_7930,1991-11-29,1.4,2023-07-14,AUTORA
selic_7931,1991-11-28,1.403333,2023-07-14,AUTORA
selic_7932,1991-11-27,1.407,2023-07-14,AUTORA
selic_7933,1991-11-26,1.41,2023-07-14,AUTORA
selic_7934,1991-11-25,1.413333,2023-07-14,AUTORA
selic_7935,1991-11-22,1.417667,2023-07-14,AUTORA
selic_7936,1991-11-21,1.419667,2023-07-14,AUTORA
selic_7937,1991-11-20,1.420333,2023-07-14,AUTORA
selic_7938,1991-11-19,1.420667,2023-07-14,AUTORA
selic_7939,1991-11-18,1.421333,2023-07-14,AUTORA
selic_7940,1991-11-14,1.421333,2023-07-14,AUTORA
selic_7941,1991-11-13,1.420667,2023-07-14,AUTORA
selic_7942,1991-11-12,1.420333,2023-07-14,AUTORA
selic_7943,1991-11-11,1.420333,2023-07-14,AUTORA
selic_7944,1991-11-08,1.420333,2023-07-14,AUTORA
selic_7945,1991-11-07,1.417333,2023-07-14,AUTORA
selic_7946,1991-11-06,1.414667,2023-07-14,AUTORA
selic_7947,1991-11-05,1.412,2023-07-14,AUTORA
selic_7948,1991-11-04,1.415333,2023-07-14,AUTORA
selic_7949,1991-11-01,1.390333,2023-07-14,AUTORA
selic_7950,1991-10-31,1.399667,2023-07-14,AUTORA
selic_7951,1991-10-30,1.400667,2023-07-14,AUTORA
selic_7952,1991-10-29,1.401333,2023-07-14,AUTORA
selic_7953,1991-10-28,1.394667,2023-07-14,AUTORA
selic_7954,1991-10-25,1.117333,2023-07-14,AUTORA
selic_7955,1991-10-24,1.048667,2023-07-14,AUTORA
selic_7956,1991-10-23,0.992333,2023-07-14,AUTORA
selic_7957,1991-10-22,0.970667,2023-07-14,AUTORA
selic_7958,1991-10-21,0.949333,2023-07-14,AUTORA
selic_7959,1991-10-18,0.933333,2023-07-14,AUTORA
selic_7960,1991-10-17,0.933667,2023-07-14,AUTORA
selic_7961,1991-10-16,0.931,2023-07-14,AUTORA
selic_7962,1991-10-15,0.930333,2023-07-14,AUTORA
selic_7963,1991-10-14,0.928333,2023-07-14,AUTORA
selic_7964,1991-10-11,0.907667,2023-07-14,AUTORA
selic_7965,1991-10-10,0.886,2023-07-14,AUTORA
selic_7966,1991-10-09,0.876,2023-07-14,AUTORA
selic_7967,1991-10-08,0.872667,2023-07-14,AUTORA
selic_7968,1991-10-07,0.866333,2023-07-14,AUTORA
selic_7969,1991-10-04,0.864667,2023-07-14,AUTORA
selic_7970,1991-10-03,0.863,2023-07-14,AUTORA
selic_7971,1991-10-02,0.863,2023-07-14,AUTORA
selic_7972,1991-10-01,0.859333,2023-07-14,AUTORA
selic_7973,1991-09-30,0.860333,2023-07-14,AUTORA
selic_7974,1991-09-27,0.861,2023-07-14,AUTORA
selic_7975,1991-09-26,0.861,2023-07-14,AUTORA
selic_7976,1991-09-25,0.860667,2023-07-14,AUTORA
selic_7977,1991-09-24,0.861667,2023-07-14,AUTORA
selic_7978,1991-09-23,0.864,2023-07-14,AUTORA
selic_7979,1991-09-20,0.865333,2023-07-14,AUTORA
selic_7980,1991-09-19,0.865667,2023-07-14,AUTORA
selic_7981,1991-09-18,0.865667,2023-07-14,AUTORA
selic_7982,1991-09-17,0.865667,2023-07-14,AUTORA
selic_7983,1991-09-16,0.866,2023-07-14,AUTORA
selic_7984,1991-09-13,0.865333,2023-07-14,AUTORA
selic_7985,1991-09-12,0.866667,2023-07-14,AUTORA
selic_7986,1991-09-11,0.866,2023-07-14,AUTORA
selic_7987,1991-09-10,0.865,2023-07-14,AUTORA
selic_7988,1991-09-09,0.865333,2023-07-14,AUTORA
selic_7989,1991-09-06,0.862667,2023-07-14,AUTORA
selic_7990,1991-09-05,0.864,2023-07-14,AUTORA
selic_7991,1991-09-04,0.862,2023-07-14,AUTORA
selic_7992,1991-09-03,0.859,2023-07-14,AUTORA
selic_7993,1991-09-02,0.856,2023-07-14,AUTORA
selic_7994,1991-08-30,0.835,2023-07-14,AUTORA
selic_7995,1991-08-29,0.831333,2023-07-14,AUTORA
selic_7996,1991-08-28,0.802333,2023-07-14,AUTORA
selic_7997,1991-08-27,0.772,2023-07-14,AUTORA
selic_7998,1991-08-26,0.702667,2023-07-14,AUTORA
selic_7999,1991-08-23,0.682333,2023-07-14,AUTORA
selic_8000,1991-08-22,0.668,2023-07-14,AUTORA
selic_8001,1991-08-21,0.666,2023-07-14,AUTORA
selic_8002,1991-08-20,0.664333,2023-07-14,AUTORA
selic_8003,1991-08-19,0.647333,2023-07-14,AUTORA
selic_8004,1991-08-16,0.643667,2023-07-14,AUTORA
selic_8005,1991-08-15,0.642,2023-07-14,AUTORA
selic_8006,1991-08-14,0.640333,2023-07-14,AUTORA
selic_8007,1991-08-13,0.639667,2023-07-14,AUTORA
selic_8008,1991-08-12,0.614333,2023-07-14,AUTORA
selic_8009,1991-08-09,0.610667,2023-07-14,AUTORA
selic_8010,1991-08-08,0.605667,2023-07-14,AUTORA
selic_8011,1991-08-07,0.603667,2023-07-14,AUTORA
selic_8012,1991-08-06,0.603333,2023-07-14,AUTORA
selic_8013,1991-08-05,0.603,2023-07-14,AUTORA
selic_8014,1991-08-02,0.599,2023-07-14,AUTORA
selic_8015,1991-08-01,0.598,2023-07-14,AUTORA
selic_8016,1991-07-31,0.574,2023-07-14,AUTORA
selic_8017,1991-07-30,0.556667,2023-07-14,AUTORA
selic_8018,1991-07-29,0.54,2023-07-14,AUTORA
selic_8019,1991-07-26,0.526333,2023-07-14,AUTORA
selic_8020,1991-07-25,0.518333,2023-07-14,AUTORA
selic_8021,1991-07-24,0.512333,2023-07-14,AUTORA
selic_8022,1991-07-23,0.505,2023-07-14,AUTORA
selic_8023,1991-07-22,0.501333,2023-07-14,AUTORA
selic_8024,1991-07-19,0.500667,2023-07-14,AUTORA
selic_8025,1991-07-18,0.499667,2023-07-14,AUTORA
selic_8026,1991-07-17,0.498,2023-07-14,AUTORA
selic_8027,1991-07-16,0.497667,2023-07-14,AUTORA
